state,market_size,profit,margin,sales,cogs,total_expanses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,product_id,date,category,product_name,type
California,Major Market,71.0,102.0,181.0,68.0,54.0,22.0,559.0,40.0,40.0,70.0,110.0,13,2011-04-01,Tea,Green Tea,Regular
California,Major Market,153.0,152.0,254.0,104.0,38.0,29.0,871.0,120.0,80.0,140.0,220.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf
California,Major Market,192.0,185.0,309.0,127.0,43.0,35.0,1007.0,150.0,100.0,170.0,270.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf
California,Major Market,94.0,130.0,219.0,89.0,36.0,24.0,777.0,80.0,50.0,90.0,140.0,11,2010-01-01,Tea,Darjeeling,Regular
California,Major Market,155.0,152.0,254.0,104.0,37.0,29.0,952.0,100.0,60.0,110.0,170.0,11,2011-07-01,Tea,Darjeeling,Regular
California,Major Market,53.0,79.0,133.0,54.0,26.0,15.0,601.0,50.0,30.0,60.0,90.0,12,2010-12-01,Tea,Earl Grey,Regular
California,Major Market,211.0,229.0,487.0,228.0,87.0,63.0,1436.0,150.0,210.0,220.0,430.0,4,2011-02-01,Espresso,Caffe Latte,Regular
California,Major Market,-40.0,28.0,141.0,104.0,55.0,33.0,685.0,-20.0,130.0,30.0,160.0,1,2011-02-01,Coffee,Amaretto,Regular
California,Major Market,313.0,474.0,790.0,316.0,161.0,110.0,2580.0,450.0,390.0,590.0,980.0,2,2010-09-01,Coffee,Columbian,Regular
California,Major Market,247.0,390.0,650.0,260.0,143.0,91.0,2548.0,470.0,380.0,580.0,960.0,2,2010-10-01,Coffee,Columbian,Regular
California,Major Market,-137.0,-30.0,166.0,196.0,107.0,64.0,3139.0,-140.0,240.0,-40.0,200.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,-188.0,-27.0,156.0,173.0,100.0,57.0,3909.0,-130.0,200.0,-30.0,170.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,230.0,349.0,612.0,263.0,119.0,86.0,1433.0,220.0,250.0,330.0,580.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf
California,Major Market,105.0,145.0,245.0,100.0,40.0,28.0,981.0,110.0,80.0,130.0,210.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf
California,Major Market,89.0,124.0,210.0,86.0,35.0,24.0,1003.0,80.0,80.0,110.0,190.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf
California,Major Market,106.0,144.0,243.0,99.0,38.0,27.0,766.0,90.0,60.0,100.0,160.0,11,2010-02-01,Tea,Darjeeling,Regular
California,Major Market,117.0,111.0,199.0,76.0,32.0,21.0,580.0,50.0,30.0,50.0,80.0,12,2011-10-01,Tea,Earl Grey,Regular
Illinois,Major Market,161.0,270.0,465.0,195.0,109.0,64.0,956.0,180.0,200.0,280.0,480.0,2,2010-05-01,Coffee,Columbian,Regular
Illinois,Major Market,232.0,265.0,486.0,191.0,109.0,63.0,865.0,170.0,200.0,270.0,470.0,2,2011-04-01,Coffee,Columbian,Regular
Illinois,Major Market,191.0,225.0,412.0,162.0,96.0,53.0,1148.0,140.0,170.0,230.0,400.0,2,2011-09-01,Coffee,Columbian,Regular
Illinois,Major Market,102.0,158.0,267.0,109.0,56.0,34.0,585.0,120.0,110.0,170.0,280.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf
Illinois,Major Market,135.0,204.0,345.0,141.0,69.0,45.0,764.0,160.0,140.0,220.0,360.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf
Illinois,Major Market,150.0,222.0,376.0,154.0,72.0,49.0,817.0,170.0,160.0,230.0,390.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf
Illinois,Major Market,122.0,185.0,312.0,127.0,63.0,40.0,830.0,130.0,120.0,180.0,300.0,3,2010-12-01,Coffee,Decaf Irish Cream,Decaf
Illinois,Major Market,262.0,392.0,687.0,295.0,130.0,97.0,1714.0,340.0,340.0,470.0,810.0,5,2010-08-01,Espresso,Caffe Mocha,Regular
Illinois,Major Market,357.0,387.0,672.0,291.0,119.0,96.0,1742.0,340.0,330.0,470.0,800.0,5,2011-07-01,Espresso,Caffe Mocha,Regular
Illinois,Major Market,291.0,304.0,567.0,228.0,108.0,75.0,1691.0,290.0,290.0,390.0,680.0,5,2011-11-01,Espresso,Caffe Mocha,Regular
Illinois,Major Market,140.0,228.0,456.0,228.0,88.0,63.0,1459.0,180.0,260.0,270.0,530.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf
Illinois,Major Market,165.0,261.0,521.0,260.0,96.0,72.0,1559.0,210.0,300.0,310.0,610.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf
Illinois,Major Market,157.0,251.0,501.0,250.0,94.0,70.0,1820.0,240.0,320.0,320.0,640.0,6,2010-12-01,Espresso,Decaf Espresso,Decaf
Illinois,Major Market,211.0,229.0,487.0,228.0,87.0,63.0,1436.0,180.0,260.0,270.0,530.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf
Illinois,Major Market,220.0,239.0,509.0,239.0,91.0,66.0,1417.0,200.0,270.0,290.0,560.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf
Illinois,Major Market,121.0,163.0,276.0,113.0,42.0,31.0,897.0,130.0,90.0,150.0,240.0,8,2010-06-01,Herbal Tea,Chamomile,Decaf
Illinois,Major Market,132.0,178.0,301.0,123.0,46.0,34.0,941.0,140.0,100.0,160.0,260.0,8,2010-08-01,Herbal Tea,Chamomile,Decaf
Illinois,Major Market,156.0,144.0,259.0,99.0,39.0,27.0,766.0,110.0,80.0,130.0,210.0,8,2011-02-01,Herbal Tea,Chamomile,Decaf
Illinois,Major Market,167.0,163.0,274.0,113.0,39.0,31.0,897.0,130.0,90.0,150.0,240.0,8,2011-06-01,Herbal Tea,Chamomile,Decaf
Illinois,Major Market,68.0,107.0,190.0,83.0,39.0,27.0,623.0,60.0,70.0,90.0,160.0,9,2010-01-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,70.0,109.0,193.0,84.0,39.0,27.0,603.0,60.0,70.0,90.0,160.0,9,2010-03-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,67.0,107.0,190.0,83.0,40.0,27.0,574.0,60.0,70.0,90.0,160.0,9,2010-06-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,43.0,74.0,132.0,58.0,31.0,19.0,548.0,50.0,40.0,70.0,110.0,9,2010-09-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,27.0,51.0,90.0,39.0,24.0,12.0,541.0,40.0,20.0,40.0,60.0,9,2010-10-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,104.0,109.0,206.0,84.0,39.0,27.0,603.0,60.0,70.0,90.0,160.0,9,2011-03-01,Herbal Tea,Lemon,Decaf
Illinois,Major Market,84.0,117.0,198.0,81.0,33.0,22.0,984.0,80.0,70.0,110.0,180.0,10,2010-11-01,Herbal Tea,Mint,Decaf
Illinois,Major Market,88.0,124.0,210.0,86.0,36.0,24.0,1003.0,80.0,80.0,110.0,190.0,10,2010-12-01,Herbal Tea,Mint,Decaf
Illinois,Major Market,184.0,178.0,298.0,123.0,42.0,34.0,947.0,140.0,100.0,160.0,260.0,10,2011-06-01,Herbal Tea,Mint,Decaf
Illinois,Major Market,125.0,118.0,212.0,81.0,34.0,22.0,588.0,80.0,60.0,110.0,170.0,11,2011-09-01,Tea,Darjeeling,Regular
Illinois,Major Market,79.0,79.0,142.0,54.0,26.0,15.0,601.0,50.0,40.0,70.0,110.0,11,2011-12-01,Tea,Darjeeling,Regular
Illinois,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,549.0,50.0,60.0,100.0,160.0,12,2010-02-01,Tea,Earl Grey,Regular
Illinois,Major Market,49.0,102.0,170.0,68.0,53.0,22.0,559.0,40.0,50.0,90.0,140.0,12,2010-04-01,Tea,Earl Grey,Regular
Illinois,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,659.0,50.0,60.0,90.0,150.0,12,2010-11-01,Tea,Earl Grey,Regular
Illinois,Major Market,47.0,101.0,168.0,67.0,54.0,22.0,677.0,40.0,50.0,80.0,130.0,12,2010-12-01,Tea,Earl Grey,Regular
Illinois,Major Market,61.0,96.0,159.0,64.0,48.0,21.0,593.0,50.0,50.0,90.0,140.0,12,2011-05-01,Tea,Earl Grey,Regular
Illinois,Major Market,59.0,90.0,160.0,60.0,50.0,19.0,656.0,40.0,50.0,80.0,130.0,12,2011-09-01,Tea,Earl Grey,Regular
New York,Major Market,276.0,428.0,712.0,284.0,152.0,99.0,2108.0,280.0,270.0,400.0,670.0,2,2010-04-01,Coffee,Columbian,Regular
New York,Major Market,135.0,136.0,228.0,94.0,35.0,26.0,608.0,120.0,90.0,150.0,240.0,13,2011-07-01,Tea,Green Tea,Regular
New York,Major Market,247.0,378.0,638.0,260.0,131.0,98.0,1558.0,200.0,190.0,300.0,490.0,9,2010-04-01,Herbal Tea,Lemon,Decaf
New York,Major Market,204.0,331.0,576.0,245.0,127.0,93.0,1704.0,140.0,180.0,240.0,420.0,9,2010-11-01,Herbal Tea,Lemon,Decaf
New York,Major Market,459.0,453.0,796.0,294.0,144.0,111.0,1727.0,210.0,220.0,320.0,540.0,9,2011-12-01,Herbal Tea,Lemon,Decaf
New York,Major Market,-252.0,-75.0,175.0,239.0,95.0,74.0,4360.0,-100.0,130.0,-50.0,80.0,10,2011-10-01,Herbal Tea,Mint,Decaf
New York,Major Market,100.0,137.0,232.0,95.0,37.0,26.0,809.0,120.0,100.0,150.0,250.0,11,2010-02-01,Tea,Darjeeling,Regular
New York,Major Market,144.0,191.0,323.0,132.0,47.0,36.0,994.0,170.0,130.0,210.0,340.0,11,2010-08-01,Tea,Darjeeling,Regular
New York,Major Market,95.0,132.0,223.0,91.0,37.0,25.0,777.0,120.0,90.0,150.0,240.0,12,2010-04-01,Tea,Earl Grey,Regular
New York,Major Market,156.0,144.0,259.0,99.0,39.0,27.0,766.0,130.0,100.0,160.0,260.0,12,2011-02-01,Tea,Earl Grey,Regular
New York,Major Market,175.0,262.0,490.0,228.0,87.0,63.0,1459.0,200.0,210.0,270.0,480.0,7,2010-01-01,Espresso,Regular Espresso,Regular
New York,Major Market,318.0,415.0,675.0,260.0,97.0,72.0,1405.0,340.0,240.0,420.0,660.0,7,2010-06-01,Espresso,Regular Espresso,Regular
New York,Major Market,251.0,280.0,541.0,266.0,91.0,74.0,1355.0,190.0,250.0,280.0,530.0,7,2011-07-01,Espresso,Regular Espresso,Regular
Missouri,Small Market,39.0,105.0,190.0,85.0,66.0,32.0,494.0,40.0,90.0,100.0,190.0,2,2010-01-01,Coffee,Columbian,Regular
Missouri,Small Market,31.0,93.0,169.0,76.0,62.0,28.0,613.0,40.0,80.0,90.0,170.0,2,2010-07-01,Coffee,Columbian,Regular
Missouri,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,60.0,70.0,100.0,170.0,3,2011-02-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,70.0,50.0,80.0,130.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,60.0,70.0,130.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,2.0,49.0,88.0,39.0,47.0,14.0,250.0,0.0,30.0,40.0,70.0,13,2010-12-01,Tea,Green Tea,Regular
Missouri,Small Market,-6.0,42.0,80.0,33.0,46.0,12.0,190.0,0.0,20.0,40.0,60.0,13,2011-03-01,Tea,Green Tea,Regular
Missouri,Small Market,41.0,65.0,109.0,44.0,24.0,12.0,844.0,50.0,50.0,70.0,120.0,5,2010-05-01,Espresso,Caffe Mocha,Regular
Missouri,Small Market,57.0,65.0,108.0,44.0,22.0,12.0,844.0,50.0,50.0,70.0,120.0,5,2011-05-01,Espresso,Caffe Mocha,Regular
Missouri,Small Market,40.0,49.0,82.0,34.0,19.0,9.0,890.0,40.0,30.0,60.0,90.0,5,2011-08-01,Espresso,Caffe Mocha,Regular
Missouri,Small Market,56.0,61.0,110.0,42.0,23.0,11.0,771.0,60.0,40.0,80.0,120.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,43.0,53.0,88.0,36.0,20.0,10.0,828.0,40.0,40.0,60.0,100.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,40.0,48.0,86.0,33.0,21.0,9.0,836.0,50.0,40.0,60.0,100.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,-8.0,61.0,104.0,43.0,69.0,39.0,256.0,10.0,30.0,60.0,90.0,8,2010-02-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-7.0,62.0,106.0,44.0,69.0,40.0,325.0,10.0,30.0,60.0,90.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-1.0,82.0,140.0,59.0,77.0,53.0,338.0,10.0,50.0,70.0,120.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,3.0,88.0,150.0,63.0,80.0,57.0,332.0,20.0,50.0,80.0,130.0,8,2011-08-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-32.0,18.0,106.0,88.0,50.0,27.0,715.0,-10.0,70.0,20.0,90.0,9,2010-03-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,-33.0,25.0,141.0,116.0,58.0,35.0,1142.0,0.0,90.0,30.0,120.0,9,2010-06-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,-18.0,40.0,142.0,93.0,52.0,28.0,840.0,10.0,70.0,40.0,110.0,9,2011-04-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,-21.0,38.0,135.0,98.0,49.0,30.0,973.0,0.0,80.0,30.0,110.0,9,2011-05-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,11.0,51.0,88.0,37.0,40.0,12.0,195.0,10.0,30.0,40.0,70.0,11,2010-04-01,Tea,Darjeeling,Regular
Missouri,Small Market,14.0,55.0,96.0,41.0,41.0,13.0,239.0,20.0,30.0,50.0,80.0,11,2010-06-01,Tea,Darjeeling,Regular
Missouri,Small Market,17.0,59.0,103.0,44.0,42.0,14.0,258.0,30.0,30.0,60.0,90.0,11,2010-07-01,Tea,Darjeeling,Regular
Missouri,Small Market,13.0,53.0,92.0,39.0,40.0,12.0,244.0,30.0,20.0,40.0,60.0,11,2010-10-01,Tea,Darjeeling,Regular
Missouri,Small Market,13.0,47.0,87.0,35.0,38.0,11.0,248.0,10.0,20.0,40.0,60.0,11,2011-11-01,Tea,Darjeeling,Regular
Missouri,Small Market,-3.0,42.0,76.0,34.0,45.0,12.0,211.0,0.0,20.0,40.0,60.0,12,2010-11-01,Tea,Earl Grey,Regular
Iowa,Small Market,18.0,35.0,58.0,23.0,17.0,6.0,843.0,30.0,20.0,40.0,60.0,1,2010-06-01,Coffee,Amaretto,Regular
Iowa,Small Market,19.0,38.0,63.0,25.0,19.0,7.0,851.0,30.0,20.0,40.0,60.0,1,2010-08-01,Coffee,Amaretto,Regular
Iowa,Small Market,10.0,25.0,41.0,16.0,15.0,4.0,851.0,20.0,10.0,30.0,40.0,1,2010-12-01,Coffee,Amaretto,Regular
Iowa,Small Market,5.0,34.0,62.0,28.0,29.0,8.0,965.0,20.0,20.0,40.0,60.0,2,2010-01-01,Coffee,Columbian,Regular
Iowa,Small Market,6.0,35.0,63.0,28.0,29.0,8.0,958.0,20.0,20.0,40.0,60.0,2,2010-03-01,Coffee,Columbian,Regular
Iowa,Small Market,8.0,34.0,69.0,28.0,30.0,8.0,965.0,20.0,20.0,40.0,60.0,2,2011-01-01,Coffee,Columbian,Regular
Iowa,Small Market,9.0,35.0,67.0,28.0,29.0,8.0,961.0,20.0,20.0,40.0,60.0,2,2011-02-01,Coffee,Columbian,Regular
Iowa,Small Market,11.0,38.0,69.0,32.0,28.0,9.0,996.0,20.0,30.0,40.0,70.0,2,2011-06-01,Coffee,Columbian,Regular
Iowa,Small Market,12.0,38.0,74.0,31.0,30.0,9.0,1009.0,10.0,30.0,30.0,60.0,2,2011-12-01,Coffee,Columbian,Regular
Iowa,Small Market,1.0,18.0,32.0,14.0,17.0,4.0,602.0,10.0,10.0,20.0,30.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,-2.0,13.0,23.0,10.0,15.0,3.0,598.0,10.0,0.0,10.0,10.0,3,2010-10-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,-3.0,13.0,23.0,10.0,16.0,3.0,596.0,10.0,0.0,20.0,20.0,3,2010-11-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,18.0,31.0,58.0,23.0,19.0,7.0,620.0,20.0,20.0,30.0,50.0,3,2011-02-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,13.0,28.0,52.0,21.0,19.0,6.0,614.0,20.0,20.0,30.0,50.0,3,2011-04-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,1.0,18.0,32.0,14.0,16.0,4.0,602.0,10.0,10.0,20.0,30.0,3,2011-08-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,-3.0,13.0,25.0,10.0,15.0,3.0,598.0,10.0,0.0,10.0,10.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf
Iowa,Small Market,13.0,29.0,49.0,20.0,16.0,5.0,808.0,20.0,20.0,30.0,50.0,5,2010-07-01,Espresso,Caffe Mocha,Regular
Iowa,Small Market,27.0,35.0,62.0,23.0,17.0,6.0,800.0,50.0,20.0,50.0,70.0,5,2011-10-01,Espresso,Caffe Mocha,Regular
Iowa,Small Market,31.0,43.0,43.0,0.0,12.0,0.0,559.0,40.0,0.0,50.0,50.0,6,2010-07-01,Espresso,Decaf Espresso,Decaf
Iowa,Small Market,32.0,43.0,43.0,0.0,11.0,0.0,344.0,40.0,0.0,50.0,50.0,6,2010-12-01,Espresso,Decaf Espresso,Decaf
Iowa,Small Market,202.0,312.0,546.0,234.0,110.0,77.0,1310.0,200.0,200.0,280.0,480.0,8,2010-01-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,212.0,324.0,567.0,243.0,112.0,80.0,1260.0,210.0,200.0,290.0,490.0,8,2010-03-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,241.0,362.0,634.0,272.0,121.0,89.0,1616.0,230.0,230.0,320.0,550.0,8,2010-06-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,216.0,329.0,576.0,247.0,113.0,81.0,1744.0,200.0,230.0,300.0,530.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,315.0,312.0,611.0,234.0,116.0,77.0,1310.0,200.0,200.0,280.0,480.0,8,2011-01-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,356.0,387.0,672.0,291.0,120.0,96.0,1742.0,240.0,250.0,340.0,590.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,291.0,304.0,567.0,228.0,108.0,75.0,1691.0,180.0,210.0,280.0,490.0,8,2011-11-01,Herbal Tea,Chamomile,Decaf
Iowa,Small Market,114.0,176.0,298.0,122.0,62.0,39.0,789.0,130.0,90.0,150.0,240.0,9,2010-10-01,Herbal Tea,Lemon,Decaf
Iowa,Small Market,134.0,139.0,262.0,95.0,56.0,30.0,608.0,90.0,80.0,120.0,200.0,9,2011-01-01,Herbal Tea,Lemon,Decaf
Iowa,Small Market,151.0,158.0,285.0,109.0,56.0,34.0,585.0,110.0,90.0,140.0,230.0,9,2011-03-01,Herbal Tea,Lemon,Decaf
Iowa,Small Market,159.0,165.0,296.0,113.0,58.0,36.0,803.0,100.0,100.0,150.0,250.0,9,2011-11-01,Herbal Tea,Lemon,Decaf
Iowa,Small Market,164.0,261.0,521.0,260.0,97.0,72.0,1715.0,150.0,220.0,230.0,450.0,11,2010-06-01,Tea,Darjeeling,Regular
Iowa,Small Market,155.0,249.0,498.0,249.0,94.0,69.0,1775.0,140.0,210.0,220.0,430.0,11,2010-09-01,Tea,Darjeeling,Regular
Iowa,Small Market,156.0,251.0,501.0,250.0,95.0,70.0,1820.0,120.0,210.0,200.0,410.0,11,2010-12-01,Tea,Darjeeling,Regular
Iowa,Small Market,209.0,229.0,487.0,228.0,88.0,63.0,1436.0,140.0,190.0,210.0,400.0,11,2011-02-01,Tea,Darjeeling,Regular
Iowa,Small Market,232.0,251.0,534.0,250.0,95.0,70.0,1820.0,120.0,210.0,200.0,410.0,11,2011-12-01,Tea,Darjeeling,Regular
Iowa,Small Market,216.0,360.0,654.0,294.0,144.0,111.0,1838.0,170.0,240.0,300.0,540.0,12,2010-12-01,Tea,Earl Grey,Regular
Iowa,Small Market,273.0,301.0,611.0,245.0,132.0,93.0,1419.0,160.0,210.0,270.0,480.0,12,2011-01-01,Tea,Earl Grey,Regular
Iowa,Small Market,251.0,294.0,569.0,240.0,125.0,91.0,1391.0,150.0,200.0,260.0,460.0,12,2011-02-01,Tea,Earl Grey,Regular
Iowa,Small Market,331.0,370.0,716.0,302.0,147.0,114.0,1783.0,210.0,250.0,340.0,590.0,12,2011-09-01,Tea,Earl Grey,Regular
Iowa,Small Market,257.0,300.0,581.0,245.0,127.0,93.0,1784.0,130.0,200.0,250.0,450.0,12,2011-11-01,Tea,Earl Grey,Regular
New York,Major Market,357.0,534.0,890.0,356.0,177.0,124.0,2476.0,350.0,340.0,500.0,840.0,2,2010-06-01,Coffee,Columbian,Regular
New York,Major Market,407.0,454.0,749.0,302.0,148.0,105.0,2250.0,300.0,280.0,430.0,710.0,2,2011-05-01,Coffee,Columbian,Regular
New York,Major Market,105.0,145.0,245.0,100.0,40.0,28.0,598.0,130.0,100.0,160.0,260.0,13,2010-08-01,Tea,Green Tea,Regular
New York,Major Market,84.0,118.0,199.0,81.0,34.0,22.0,588.0,100.0,80.0,130.0,210.0,13,2010-09-01,Tea,Green Tea,Regular
New York,Major Market,123.0,117.0,211.0,81.0,34.0,22.0,441.0,100.0,80.0,130.0,210.0,13,2011-03-01,Tea,Green Tea,Regular
New York,Major Market,-195.0,-52.0,69.0,121.0,143.0,109.0,1673.0,-180.0,110.0,-50.0,60.0,5,2010-05-01,Espresso,Caffe Mocha,Regular
New York,Major Market,-269.0,-52.0,68.0,121.0,133.0,109.0,1673.0,-180.0,110.0,-50.0,60.0,5,2011-05-01,Espresso,Caffe Mocha,Regular
New York,Major Market,229.0,369.0,653.0,284.0,140.0,107.0,1565.0,180.0,210.0,290.0,500.0,9,2010-08-01,Herbal Tea,Lemon,Decaf
New York,Major Market,199.0,191.0,320.0,132.0,44.0,36.0,994.0,170.0,130.0,210.0,340.0,11,2011-08-01,Tea,Darjeeling,Regular
New York,Major Market,94.0,130.0,219.0,89.0,36.0,24.0,777.0,110.0,90.0,140.0,230.0,12,2010-01-01,Tea,Earl Grey,Regular
New York,Major Market,153.0,152.0,254.0,104.0,38.0,29.0,821.0,120.0,110.0,160.0,270.0,12,2011-05-01,Tea,Earl Grey,Regular
New York,Major Market,179.0,277.0,543.0,266.0,98.0,74.0,1319.0,190.0,250.0,280.0,530.0,7,2010-08-01,Espresso,Regular Espresso,Regular
New York,Major Market,381.0,464.0,675.0,211.0,83.0,59.0,933.0,390.0,200.0,460.0,660.0,7,2010-11-01,Espresso,Regular Espresso,Regular
California,Major Market,-156.0,-45.0,95.0,141.0,63.0,45.0,1514.0,-110.0,170.0,-50.0,120.0,1,2011-06-01,Coffee,Amaretto,Regular
California,Major Market,295.0,454.0,756.0,302.0,159.0,105.0,2250.0,410.0,380.0,560.0,940.0,2,2010-05-01,Coffee,Columbian,Regular
California,Major Market,368.0,546.0,910.0,364.0,178.0,127.0,2617.0,520.0,450.0,680.0,1130.0,2,2010-08-01,Coffee,Columbian,Regular
California,Major Market,511.0,548.0,904.0,364.0,166.0,127.0,2654.0,530.0,450.0,690.0,1140.0,2,2011-07-01,Coffee,Columbian,Regular
California,Major Market,-117.0,-26.0,118.0,144.0,91.0,47.0,862.0,-120.0,180.0,-40.0,140.0,3,2010-01-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,-121.0,-27.0,127.0,154.0,94.0,50.0,1288.0,-120.0,190.0,-40.0,150.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,-174.0,-24.0,139.0,154.0,93.0,50.0,3654.0,-100.0,220.0,-30.0,190.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,659.0,40.0,50.0,80.0,130.0,13,2010-11-01,Tea,Green Tea,Regular
California,Major Market,84.0,108.0,201.0,72.0,57.0,23.0,558.0,50.0,40.0,80.0,120.0,13,2011-01-01,Tea,Green Tea,Regular
California,Major Market,41.0,79.0,130.0,52.0,46.0,17.0,662.0,20.0,30.0,50.0,80.0,13,2011-08-01,Tea,Green Tea,Regular
California,Major Market,50.0,201.0,342.0,144.0,153.0,131.0,874.0,50.0,130.0,200.0,330.0,5,2011-06-01,Espresso,Caffe Mocha,Regular
California,Major Market,259.0,387.0,678.0,291.0,128.0,96.0,1742.0,260.0,270.0,380.0,650.0,6,2010-07-01,Espresso,Decaf Espresso,Decaf
California,Major Market,159.0,139.0,262.0,95.0,39.0,26.0,821.0,100.0,80.0,120.0,200.0,8,2011-01-01,Herbal Tea,Chamomile,Decaf
California,Major Market,205.0,307.0,567.0,260.0,102.0,80.0,1319.0,200.0,220.0,270.0,490.0,9,2010-07-01,Herbal Tea,Lemon,Decaf
California,Major Market,104.0,107.0,213.0,83.0,42.0,27.0,623.0,60.0,70.0,90.0,160.0,10,2011-01-01,Herbal Tea,Mint,Decaf
California,Major Market,54.0,80.0,134.0,54.0,26.0,15.0,456.0,60.0,30.0,60.0,90.0,12,2010-01-01,Tea,Earl Grey,Regular
California,Major Market,47.0,73.0,123.0,50.0,26.0,14.0,589.0,40.0,30.0,50.0,80.0,12,2010-11-01,Tea,Earl Grey,Regular
California,Major Market,125.0,118.0,212.0,81.0,34.0,22.0,588.0,70.0,50.0,80.0,130.0,12,2011-09-01,Tea,Earl Grey,Regular
California,Major Market,228.0,261.0,516.0,260.0,89.0,72.0,1559.0,180.0,240.0,260.0,500.0,4,2011-05-01,Espresso,Caffe Latte,Regular
Missouri,Small Market,37.0,88.0,159.0,72.0,57.0,27.0,606.0,40.0,70.0,90.0,160.0,2,2011-08-01,Coffee,Columbian,Regular
Missouri,Small Market,47.0,91.0,167.0,76.0,44.0,23.0,965.0,50.0,80.0,90.0,170.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,38.0,80.0,148.0,68.0,42.0,21.0,998.0,40.0,70.0,80.0,150.0,3,2010-05-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,35.0,77.0,142.0,65.0,42.0,20.0,1053.0,70.0,50.0,80.0,130.0,3,2010-10-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,52.0,80.0,147.0,68.0,39.0,21.0,998.0,40.0,70.0,80.0,150.0,3,2011-05-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,48.0,77.0,141.0,65.0,39.0,20.0,1042.0,50.0,60.0,80.0,140.0,3,2011-06-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,3.0,49.0,94.0,39.0,47.0,14.0,250.0,0.0,30.0,40.0,70.0,13,2011-12-01,Tea,Green Tea,Regular
Missouri,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,60.0,50.0,80.0,130.0,5,2010-04-01,Espresso,Caffe Mocha,Regular
